contents,labels
祝愿 友谊 长存 松哥 nb ！,1
老婆 永远 爱,6
富景达 七部 生意 长虹 ， 多多 开单,5
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
细弟 喜结良缘 ， 百年好合 兄弟 汪洋 祝上,9
啊哟 早生贵子,9
老公 我爱你,6
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
老婆 有来生 爱,6
睿 睿 ， 我爱你,3
祝恒泰 金科 天天 爆单 ， 越来越 好,5
易阳 失恋 喝一杯,7
Shirley 祝涛 哥喜 提 宝马,10
希望 都 开心 ， 记得 在乎 ， 希望 越来越 好 ， 爱 哒 ！,3
祝 龙哥 步步高升 老板 越当 越大带 兄弟 飞黄腾达 安排,5
祝愿 最 爱 最 牵挂 妹妹 一生 幸福快乐,6
老子 结婚 随便 干 ！,9
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
祝 朋友 家庭幸福 ， 身体健康,4
宝宝 ， 想要 美好 未来 ， 好 ， 只能,3
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
榕城 店 越来越 好 ， 业绩 蒸蒸 日,2
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
刘玉博 。 新婚 快乐 早生贵子 ！ 不生 一个 足球队 对不起 兄弟 。,9
祝 宀 豕 地产 开业 大吉 ， 业绩 长虹 。 多多 开单,5
愿 小 团队 永不 解散 ！ 大黄 ， 若晴 ， 兵哥,5
好 兄弟 一辈子,4
人潮 人 海 ， 感恩 一路 。 好 朋友 ， 一辈子 ！ 今晚 嗨 皮到 天亮 ， 没 毛病 ！,4
祝 妹夫 ， 妹妹 一家 一路顺风 ！,6
祝 小两口 ， 新婚 快乐 ， 百年好合 ， 早生贵子 ！ 幸福 ， 幸福 ！,9
祝 金峰 刘 董事长 ， 事业 长鸿 ， 永远 帅 ！ 常州 德唯斯 自动线 贺 ！,2
送给 美丽 婷婷 ， 祝愿 安好 ， 友谊 天长地久,1
祝蓝升 集团 营业额 两个 亿,2
送给 美丽 婷婷 ， 祝愿 安好 ， 友谊 天长地久,1
祝 明日 时尚 赛赛 老板娘 。 老板娘 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,2
祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
【 拉斯维加 包厢 】 ： 祝单 总和 玩 开心,5
祝 王子 建 嫂子 百年好合,9
刘老板 生意兴隆,2
祝 小两口 ， 新婚燕尔 ， 喜成 连理 ， 举岸 齐眉 ， 龙腾 凤翔 ， 天赐良缘 ， 百年好合 ， 生 一对 龙凤胎,9
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
祝 小两口 ， 新婚燕尔 ， 喜成 连理 ， 举岸 齐眉 ， 龙腾 凤翔 ， 天赐良缘 ， 百年好合 ， 生 一对 龙凤胎,9
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
恭祝 ， 往后 福禄 天齐 ， 儿孙 孝顺 围 身旁 ； 荣华富贵 卧 福地 ， 人寿 年康 全家 安 ！,8
祝老 吴 李小东 百年好合,9
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
祝 香蕉 装饰 月 月 爆单 ， 冲刺 一千万 。 装修 质量 不行 人品 不行,5
祝武哥 解放路 二店 一年,5
2020 老板 生意兴隆 ， 雄起 兄弟,2
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝 新泰 店 开业 成功 ， 哥哥 弟弟 事业 腾达 。,2
祝 新泰 店 开业 成功 ， 哥哥 弟弟 事业 腾达 。,2
鹏鹏 单单 百年好合,9
祝 : 陈总 万事 兴旺 ， 赚 英镑 ！ 万事 顺心 ， 赚 美金 ！ 万事如意 ， 赚 人民币 ！ 赚钱 少 生气 。,5
幸福 一家,6
毛毛虫 吉娃娃 友谊 长存 ！ 会 越来越 好 …,1
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
感谢 杨文锦 总 莅临 证圣 天成 张掖 分公司 指导 工作,2
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
恭喜 兄弟 双喜临门 可喜可贺 早生贵子,9
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝涛 哥 厂长 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,2
祝娟姐 吉时 吉日 喜如风 丰年 丰月 如风 增争 富争 财争 长寿 寿山 寿海寿 长生 步步高升 好运,8
祝 胡闹 闹 岳兑 兑 有情人 天长地久 ！,3
祝铭瀚 广告 图文 生意兴隆 ， 东哥 物流 公司 日进斗金 ， 林林 二手车 一路 长红 。,2
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
祝 俩 白头偕老,9
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
祝露姐 鑫 海事 事 顺利 业绩 高升,5
【 A13 包厢 】 ： 祝涛 哥 ， 嫂子 ， 恩恩爱爱 一生一世,6
祝 ； 北杨 烧烤 城 ， 孟 掌柜 羊 老大 金鼎 友谊 长存 ， 天天 今日 岁 岁 今朝,4
人生 苦短 ， 兄弟 相聚 缘份 ， 愿来 生来 世 兄弟 ！,4
【 V002 包厢 】 ： 祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
敬爱 领导 ， 亲爱 朋友 ， 明天 革命 ， 继 努力,5
祝福 蒲 总 分手 快乐 永远快乐,7
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
分手 快乐,7
祝 老板 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,5
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
预祝 2020 年 劳谦 俱乐部 公园 联赛 圆满成功,2
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
老婆 我爱你 ， 我会 用尽 一生 力气 去 爱 去 守护,6
雷总 。 步步高升 。 天天开心 。 感谢 雷总 一路 带 兄弟姐妹 走过 点点滴滴,5
【 包厢 】 ： 毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
邓总 。 事事如意 挣 人民币 万事 顺心 挣 美金 万事 兴旺 赚 英镑 一句 话 。 挣钱 少 生气,5
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
我家 小梦 天天开心 . 男人 不缺,7
祝 小两口 ， 新婚燕尔 ， 喜成 连理 ， 举岸 齐眉 ， 龙腾 凤翔 ， 天赐良缘 ， 百年好合 ， 生 一对 龙凤胎,9
毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
爱 呦 ！ 亲爱 老婆 ， 吵架 好不好,6
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
Lily 最美,11
毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
请 ， 真的 爱 ， 请 接受 送给 开心 快乐 。,3
【 V15 包厢 】 ： 毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
谢奕婕 罗嘉琪 董敖游 诗煜 唐周 姝 刘 4 如肖颖付 刘婧怡 毕业 快乐 ！,1
孩儿 妈唱 好,6
程琳 珊 我爱你,3
恭祝 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
祝 黄子涵 毕业 快乐 ！ 教师 生涯 顺风 顺水 ！,1
祝 中秋 老板 生意兴隆 财源 广进,5
祝单 楚桐 福如东海 ， 寿比南山 ， 长生不老 .,10
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
【 V01 商中 包厢 】 ： 太 team jb 群团 建 快乐 ！,5
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
【 309 包厢 】 ： 毕业 快乐 ！ 高处 见 ！,1
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
分手 快乐,7
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
升学 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
陈忠发 陈 总和 石正芳石 总 ‘ 大美女 ， 康美来 。,5
【 A15 包厢 】 ： 人潮 人 海 ， 感恩 一路 。 好 朋友 ， 一辈子 ！ 今晚 嗨 皮到 天亮 ， 没 毛病 ！,4
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
祝 小两口 ， 新婚燕尔 ， 喜成 连理 ， 举岸 齐眉 ， 龙腾 凤翔 ， 天赐良缘 ， 百年好合 ， 生 一对 龙凤胎,9
祝贺 儿子 儿媳 甜蜜 一生,6
恭祝 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
【 A8119 包厢 】 ： 今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
友谊 长存,4
祝 腾达 新婚 快乐,9
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
祝 聪哥 分手 快乐,7
祝唐 哥哥 ， 陈 哥哥 两位 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,5
祝唐 哥哥 ， 陈 哥哥 两位 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,5
聪 分手 快乐,7
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
狗 逼 王乙茗 海南 祝狗 茗 同组 小伙伴 工资 暴涨 事事 顺利,5
好 弟兄 欢聚一堂 ， 今朝有酒今朝醉 ， 不醉 不 ！,4
【 A06 包厢 】 ： 97 届 七班 万岁 ！,1
大饼 大包 ， 恩恩爱爱 ， 长长 久久 ， 共浴 爱河 ！ 早点 生 宝宝 ， 早当 舅舅 大姨,6
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
热烈欢迎 肖迪 ， 牛钰 同志 铜 视察 指导 工作 。,2
祝猪 宏远 姐姐 新婚 快乐,9
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
祝黄 主任 步步高升,5
姨妈 ： 90 大寿 来临 之际 ， 会民 全家 恭祝 福如东海 、 寿比南山 ！ 生日快乐 、 平安 喜乐 ！,10
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
亲爱 : 田苗 ， 请 真的 爱 ， 会用 余生 好好 呵护 爱 ， 绝不会 辜负 ， 爱 人 ， 月哥,3
人潮 人 海 ， 感恩 一路 。 好 朋友 ， 一辈子 ！ 今晚 嗨 皮到 天亮 ， 没 毛病 ！,4
祝 小两口 ， 新婚 快乐 ， 百年好合 ， 早生贵子 ！ 幸福 ， 幸福 ！,9
恭祝 ， 往后 福禄 天齐 ， 儿孙 孝顺 围 身旁 ； 荣华富贵 卧 福地 ， 人寿 年康 全家 安 ！,8
毕业 快乐 四中 17 级,1
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
未来 遥远 ， 成长 路上 ； 相逢 ， 永远 朋友 。 友谊 地久天长 ！,1
书记 、 马 主任 到来,5
祝 我浩哥 分手 快乐 ！ 不缺 一个,7
毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
恭祝 ， 往后 福禄 天齐 ， 儿孙 孝顺 围 身旁 ； 荣华富贵 卧 福地 ， 人寿 年康 全家 安 ！,8
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 ， 云南 驻 上海 办事处 早日 荣登 世界 500 强 ！,1
祝张 银 叔 2020 年 新婚 快乐 。,9
祝张 银 叔 2020 年 新婚 快乐 。,9
祝张 银 叔 2020 年 新婚 快乐 。,9
祝张 银 叔 2020 年 新婚 快乐 。,9
恭祝 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝福 冰 哥哥 孩子 升学 宴 圆满成功,10
人见人爱 花见 花开 汤宁 福如东海 长流水 寿比南山 不老松,10
祝 老婆 永远 年轻 美丽,6
祝路 思琦 福如东海 寿比南山 .,10
毕业 快乐 ， 时光 不老 不 散 ， 祝你们 未来 安好 ！,1
祝 老同学 天天开心 ， 千杯不醉 ！,1
人潮 人 海 ， 感恩 一路 。 好 朋友 ， 一辈子 ！ 今晚 嗨 皮到 天亮 ， 没 毛病 ！,4
毕业 快乐 ， 一部分 人 说 对不起 ， 一部分 人 说 谢谢 ， 一撮 人 再 聚 。,1
分手 快乐,7
， 快点 脱单 ， 孤单,7
祝 老板 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,5
【 V03 包厢 】 ： 今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝 哥哥 嫂子 恩恩爱爱 不准 吵架,6
袁嘉荟 ， 老婆 相遇 144 天 ！ 我爱你 ！ 全场 唱友 见证 ， 祝福 ！ 爱 宝贝 ！ ！ 爱 一辈子 ！,3
开开心心 好 ， 祝 全家人 开心 幸福快乐,6
祝 M4 业绩 长虹,5
钱芳 分手 快乐,7
开开心心 好 ， 祝 全家人 开心 幸福快乐,6
涛哥 才子 菲菲 强强 帅起 ！ Lily 琼儿洁儿 沙沙 灿儿 美起 ！ 绿地 铂瑞 酒店 销售部 最棒,5
【 V252 包厢 】 ： 恭祝 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
"愿 杨局 , 李总 工作 顺利 , 开心 快乐 .",5
miss 橙 ！ miss 橙 ！ miss 橙 ！ 告别 单身 好去处,7
芹 妹妹 ILoveYou,3
【 V777 包厢 】 ： 哥 ， 忒 牛 逼 ， 世界 都 ！,11
【 555 包厢 】 ： ： 南来北往 但愿 不 辜负 生活 不 迷失方向 不 往事 忧 只 愿 余生 笑,11
我爱你 臭臭,3
祝 生意 越做越 好 生意兴隆 ！ ！,2
祝云 州府 大卖,5
宁波 浩兴 房地产 销售 有限公司 ， 2020 万事大吉 。,2
祝 姐妹 都 告别 单身,7
祝 ： 苏哥 公主 升 大学 快乐 ， 苏哥 加油 再来一个,10
大鸟 倒 带 牛 逼 ， 恭喜 喜 千金,10
开心 好 ， 祝 家人 开心 快乐 ， 家庭 快快乐乐 ， 幸福美满 ...,6
茄子 : 歌声 甜美 ， 永远 乡长 最爱 女人,11
祝 闺女 小涵 涵 失恋 成功,7
【 V252 包厢 】 ： 恭祝 老爹 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
祝 : 样品 团队 同仁 开心 幸福 ！,5
【 208 包房 包厢 】 祝 两 大于 总 ， 长兴 蒋总 生意兴隆 ， 天天开心 ：,2
猪 萱 儿 老弟 早日 脱单,7
帖 总 、 郎 总 话筒 交给 俩,5
祝粘哥 小 盼 嫂子 天天开心 、 幸福美满 祝 公司 事业 蒸蒸日上 ！ 天天 开单 ！ 0 风险 ！,2
王总 一行 莅临 咸宁 指导 工作 ， 祝 身体健康 ， 万事 胜意,2
【 K09999 包厢 】 ： 邓 公子 、 我爱你,3
【 111 包厢 】 ： 佳佳 ， 我爱你 ！,3
老板 生意兴隆 ， 财源滚滚,2
杨总牛 逼 ， 杨 总 万岁 友情 岁月 ， 撑,5
祝福 好 兄弟 ， 李宁 ， 开心 快乐 ， 永远 幸福 ， 生意 越来越 好 ， 越做越 大 。,4
星哥 ， 爱,3
【 208 包房 包厢 】 祝毛叔 生意兴隆 ， 天天 一柱擎天 ：,2
兄弟 唱 好 祝你们 越来越 好 钱 越来越,4
钟 老大 ， 喜欢 ！,3
赵金虎 喜欢,3
龙龙 爱 娜娜,3
爱 爱 ， 我要 ！ 停,3
小 胖胖 喜欢 呦,3
弯弯 璇 璇 永远 开心 幸福 闺蜜情 永存,4
祝 姑姑 生意兴隆 ， 永远 年轻漂亮 ， 幸福 满满 。,6
祝 两个 女儿 心想事成 。 工作 顺利 ， 万事如意,6
【 418 包厢 】 ： 祝 ： 赛 老板 提车 开心,10
辛苦 爸爸 ， 愿 身体健康 ， 天天开心,6
【 9903 包厢 】 ： 单总 生活 开心 ， 工作 顺利 ， 事业 再 上 一层楼 ！ 兰妹,5
祝愿 妹妹 党蓉 一生 幸福 平安 快乐 ， 天天 好 心情 ， 家人 身体健康 ， 事业 一路 顺达 。,6
祝 公司 老板 2020 年 开心 ， 身体健康 ， 万事如意 ！,2
祝 小可爱 年 年 喝 次 喝 嗨 。 友谊 长存 。 爱 呦 xinyao,4
爱 林琴,3
祝龙 尚品 ， 马辛子 ， 潘雪玲 ， 左璐璐 发财 ， 发财 ！ ！ ！,11
祝 隔壁 老王 生日快乐 ！ 事业 爱情 双丰收,9
兄弟 丁凯来 郴州 视察工作 ！,2
祝鸭哥 生活 事业 越来越 好 ， 祝 合作伙伴 朱 总 越来越,2
祝愿 K666 好 朋友 爱情 甜蜜 一切顺利 萌萌飒,4
诺诺 宝贝 我爱你,3
祝冲哥 添丁 发财 ， 阖家欢乐 ， 全家 身体健康 ， 生意兴隆,2
祝贺 各位朋友 兄弟姐妹 生体 健康 ， 入货 多多 ， 想 咪 咪 。,5
总 ， 袁总 ， 心情愉快 ， 身体健康,5
祝 领导 开心 快乐 步步高升,5
祝 前女友 。 越来越 丑 。 姨妈 一个月 ， 痛痛 一宿 。 噢 ！,11
亲爱 老婆 一辈子 不离 不弃,6
祝贺 各位朋友 兄弟姐妹 身体健康 ， 入货 多多 ， 想 咪 咪 。,5
祝 嫂嫂 永远 开心 快乐 ， 无忧无虑,6
祝 西港 全体同仁 业绩 飙升 ， 干 完 。 陈言,5
祝 李一然 分手 快乐 再也 遇不到 好 姑娘 人 洗衣服 没人 回家 没人 坐 副 驾,7
祝 女儿 干女儿 事业 妹 开开心心 ， 好 ， 爱,6
余生 ， 很 开心,3
祝福 小表妹 天天开心 ， 健健康康,6
祝 088 包厢 陈嘉 维和 宝贝 猪 久久 ！ 幸福 ！,3
祝鹏哥 喜得 千金 ， ， ，,10
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝福 : 妹妹 少萍 妹夫 坤祥 ， 新婚 快乐 ， 早生贵子 ， 白头偕老 ， 一生 幸福,9
【 包厢 】 ： 祝福 夏邑 老朋友 玩 开心 ， 开开心心 ！ ！ ！,8
最 亲爱 娟 单身 快乐 下 一个 会 更好,7
祝宏鹏 陶瓷 大家庭 事业 一切顺利 ！ 老子 牛 转盘 东北角,2
马涛 值得 拥有 偏爱 例外 男孩子 。 （ 杨迪留 ）,3
祝福 唯一 ， 问候 永恒 ， 思念 。 一生 相遇 ， 就算 再 伤痛 ，,3
往后 余生 ， 吃喝拉撒 都 陪 ！,3
姐 ， 姐夫 ， 乔姐 ， 明姐 ， 蒋总 婷婷 爱 ， 幸福 ， 挣 好多好多 钱 ， 身边 数不尽 美女 帅哥,6
【 a02 包厢 祝 老表 ， 心想事成 ， 日 赚 一个亿,4
往后 余生 ， 吃喝拉撒 都 陪 ！,3
8 月 超 ， 9 月 超 ， 10 月 超 ， 月 月 都 超 ！ 强 ， 强 ， 强 ， 都 强 ！ 祝 收入 都 万,5
水查 好 爱,3
祝 豹子 暗恋 小萍 二十年 ， 经厉 无数次 痛苦 相思 之苦 后 ， 金 宇宙 人 爱 …,3
最棒 兄弟 ， 最棒 老表 ！,4
唐 总 业务 繁忙,5
啸天 分手 快乐,7
方琪 中意,3
亲爱 幸福 友谊 万岁,4
祝熊 董事长 事业 兴旺发达,2
祝愿 傲凯 兄弟姐妹 ， 友谊 长存 ， 业绩 长虹 ， 步步高升,5
王梦茹 我爱你 谢谢 送 两个 小 仙童 【 C02 包厢 】 ：,3
周总祝 生意 越来越 红火 ， 祝 在场 朋友 2020 心想事成 万事如意,4
链家 唐镇 五店 ， 人人 开单 ， 兄弟姐妹 ， 努力 ， 行 ， 赢 ！,5
腾铭 领导 广西 ， 祝 广西 腾铭 越来越 好 ， 努力,2
祝张 漂亮 天天 新娘 夜夜 换 新郎,11
祝老曼 新婚 快乐 ， 永远 爱,9
爱,3
祝 ： 文山 跨越 公司 兄弟姐妹 ， 万事如意 ， 蒸蒸日上 ， 一家人 一条心 拼 赢 ！,2
永远 爱 。 宝贝,3
喜欢 ， 喜欢,3
祝福 挣大钱 祝福 仵彦龙 早日 成亲 早生贵子,11
祝好 兄弟 龙 天天开心 ！ 天天 快乐 ！ 手中 宝 ！ 发发 发发 发发 发发 发发 发发发,4
祝 兄弟姐妹 友谊 长存 ！ 爱 ！,4
【 C02 包厢 】 ： 李小兴 恭喜 科三 考试 成功,10
风吹日晒 ， 鄄城 天润府 付 老大 最帅 ！,5
祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
祝德佑九腾 地产 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝 坐 一路 长虹 ， 越来越 好 ， 越做越 大 ， 加油 ， 奥利,5
今夜 星 光闪闪 ， 爱 心 满满,3
祝 ： 张 总 ， 李总 ， 刘总 ， 完事 顺心 。 小 刘敬上 ！ 铁别 陈 总 ！,5
海光 集团 刘总好,2
彪 总 十周年 纪念日 快乐,10
祝 亲爱 老公 幸 永远,6
祝 婷婷 美女 越长越 美丽 快乐,11
老公 我爱你,6
祝宏鹏 陶瓷 大家庭 事业 一切顺利 ！ 老子 牛 转盘 东北角 ！,5
祝 亲们 幸福,11
祝张 总 同学 开心 快乐 ， 发大财,1
天润府 团队 最 棒 ！ 爱,5
爱 一生不变,3
【 包厢 】 ： 祝 兄弟 国国 : 开开心心 、 快快乐乐 、 珍惜 当下 、 树欲静而风不止 ， 愿 万事如意 ， 心想事成 ！ ！ ！ 不醉 不 ！ ！ ！,4
… 喜欢 好久 做 女朋友 ？,3
我爱你 王 梦梦,3
祝 闺蜜 资产 亿 ， 单手 开 法拉利 ， 有情有义,4
君君 爱,3
感谢 深圳 华飞 通信 技术 集团公司 支持 ， 忠心 感谢 ！ 祝华飞 集团 生意兴隆 ！ 财源 广进 ！,2
爱 噢 老婆,6
祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝 金城 水汇 大吉大利 源海 更上一层楼,5
高晓雅 新婚 快乐 ！ ！,9
祝 抗局 越长越 高 ， 早日 结婚,7
祝福 栋哥 均 哥 益寿延年,8
兄弟 开心 ， 牛塘 兄弟 开心 快乐,4
段 总 威武 ， 有目共睹 ！,5
感谢 ， 兄弟,4
【 VIP03 包厢 】 ： ILOVEYOU 。 脸脸,3
辰杰 、 我爱你 En,3
祝骏兴 车行 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,2
祝城云 建业 土石方 工程 有限公司 明天 会 更好 ！ 感谢 大 嶝 兄弟 支持 厚爱 ！,2
祝 两位 张 总 JJ 越来越 粗 ， 越来越 长 ！,5
祝 英斯 姐在 新 工作岗位 工作 顺利 、 桃李满天下 ！,5
祝城云 建业 土石方 工程 有限公司 明天 会 更好 ！ 感谢 大 嶝 兄弟 支持 厚爱 ！,2
【 K52 包厢 】 ： 森日 快乐 ， 永远 十八岁 ， 妹子 永远 日 不 完,0
恭喜 小两口 喜结良缘 ， 祝福 白头偕老 ， 心想事成 ， 如胶似漆 ， 一生 幸福美满 。,9
黄总牛 逼 ！ ！ ！,5
抗局 ， 早日 结婚 ， 早日 找到 收拾 人 ！ 放心 我会 收拾,7
兄弟 一生,4
通化 隆孚 团队 大卖,5
祝艾尼森 美容美发 一路 长虹,5
祝 陈大哥 阿玲 ， 百年好合,9
老同学 王佳宇 越来越 漂亮,1
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
祝嘉豪 公司 ， 亚浪 公司 ， 呈 美斯 集团 ， 吉龙 公司 ， 建彬 大哥 ， 陈胜 兄弟 ， 林强 兄弟 玩 开心 快乐,2
相遇 ， 相爱 不易 ， 行且 珍惜,3
祝愿 榴园 房产 天逸 房产 业绩 长虹 ， 团队 壮大 ， 友谊 永恒,5
大三 租 越来越 好 ， 越做越 牛 逼 ！,5
【 v08 包厢 】 ： 祝 领导 ， 做 大 做 强 ， 再创 辉煌,2
铁子 长长 久久,3
祝 鸽子 家帅 锅 光荣 中国人民解放军空军 ！ ( * ^ ^ * ),10
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
很 迎来 新任 领导 ， 祝 营口 办 事业 处 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子,5
天门 ， 仙桃 ， 友谊 长存 ！,4
大 木桥 大 二组 ， 越做越 好 ， 越做越 牛 逼 ！,5
