,bless_msg,label
927,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
928,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
929,升学快乐，时光不老我们不散，祝你们未来安好！,1
930,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
931,欢迎陈忠发陈总和石正芳石总‘大美女，加入康美来。,5
932,【A15包厢】：人潮人海，感恩一路有你们。好朋友，一辈子！今晚嗨皮到天亮，没毛病！,4
933,毕业快乐，时光不老我们不散，祝你们未来安好！,1
934,祝小两口，新婚燕尔，喜成连理，举岸齐眉，龙腾凤翔，天赐良缘，百年好合，生一对龙凤胎哈,9
935,祝贺儿子儿媳甜蜜一生,6
936,恭祝，丁财兴旺，福星高照，五福临门！年年有今日，岁岁有今朝，福如东海寿比南山！,10
937,【A8119包厢】：今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
938,友谊长存,4
939,祝腾达新婚快乐,9
940,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
941,毕业快乐，时光不老我们不散，祝你们未来安好！,1
942,祝我聪哥分手快乐,7
943,祝唐哥哥，陈哥哥两位老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,5
944,祝唐哥哥，陈哥哥两位老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,5
945,聪分手快乐,7
946,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
947,狗逼王乙茗俺在海南祝狗茗同组小伙伴们工资暴涨事事顺利,5
948,好弟兄欢聚一堂，今朝有酒今朝醉，不醉不归！,4
949,【A06包厢】：97届七班万岁！,1
950,大饼大包，恩恩爱爱，长长久久，共浴爱河！早点生宝宝，俺们早当舅舅和大姨,6
951,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
952,热烈欢迎肖迪，牛钰同志来铜视察指导工作。,2
953,祝猪宏远先生姐姐新婚快乐,9
954,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
955,祝黄主任步步高升,5
956,姨妈：在您90大寿来临之际，会民全家恭祝您福如东海、寿比南山！生日快乐、平安喜乐！,10
957,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
958,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
959,亲爱的:田苗，请你相信我是真的爱你，会用我余生好好呵护你爱你，绝不会辜负你，爱你的人，月哥,3
960,人潮人海，感恩一路有你们。好朋友，一辈子！今晚嗨皮到天亮，没毛病！,4
961,祝小两口，新婚快乐，百年好合，早生贵子！幸福，一定要幸福！,9
962,恭祝，往后福禄与天齐，儿孙孝顺围身旁；荣华富贵卧福地，人寿年康全家安！,8
963,毕业快乐四中17级的各位,1
964,毕业快乐，时光不老我们不散，祝你们未来安好！,1
965,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
966,不管未来多遥远，成长路上有你们；不管相逢在何时，我们永远是朋友。友谊地久天长！,1
967,欢迎书记、马主任的到来,5
968,祝我浩哥分手快乐！不缺她一个,7
969,毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
970,恭祝，往后福禄与天齐，儿孙孝顺围身旁；荣华富贵卧福地，人寿年康全家安！,8
971,今日的分别，是为了更好的相遇，毕业快乐，前程似锦，云南驻上海办事处早日荣登世界500强！,1
972,祝张银我叔2020年新婚快乐。,9
973,祝张银我叔2020年新婚快乐。,9
974,祝张银我叔2020年新婚快乐。,9
975,祝张银我叔2020年新婚快乐。,9
976,恭祝，丁财兴旺，福星高照，五福临门！年年有今日，岁岁有今朝，福如东海寿比南山！,10
977,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
978,祝福冰哥哥的孩子升学宴圆满成功,10
979,人见人爱花见花开的汤宁福如东海长流水寿比南山不老松,10
980,祝老婆永远年轻美丽,6
981,祝路思琦福如东海寿比南山.,10
982,毕业快乐，时光不老我们不散，祝你们未来安好！,1
983,祝老同学天天开心，千杯不醉！,1
984,人潮人海，感恩一路有你们。好朋友，一辈子！今晚嗨皮到天亮，没毛病！,4
985,毕业快乐，一部分人说对不起，对另一部分人说谢谢你，还有一撮人就再聚啦。,1
986,分手快乐,7
987,么么，快点脱单，不要孤单,7
988,祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,5
989,【V03包厢】：今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
990,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
342805,祝哥哥嫂子恩恩爱爱不准吵架,6
342859,袁嘉荟，老婆我们相遇144天了！我爱你！全场唱友为我们见证，为我们祝福！爱你宝贝！有你有我！爱你一辈子！,3
342883,开开心心就好，祝全家人开心幸福快乐,6
342895,祝M4业绩长虹,5
342913,钱芳分手快乐,7
342915,开开心心就好，祝全家人开心幸福快乐,6
342950,涛哥才子菲菲强强帅起！Lily琼儿洁儿沙沙灿儿美起！绿地铂瑞酒店销售部最棒,5
342996,【V252包厢】：恭祝，丁财兴旺，福星高照，五福临门！年年有今日，岁岁有今朝，福如东海寿比南山！,10
342999,"愿杨局,李总工作顺利,开心快乐每一天.",5
343009,miss橙！miss橙！miss橙！告别单身的好去处,7
343020,芹妹妹ILoveYou,3
343044,【V777包厢】：哥，你忒牛逼了，世界都是你的！,11
343054,【555包厢】：：南来北往但愿不辜负生活不迷失方向不为往事忧只愿余生笑,11
343069,我爱你臭臭,3
343122,祝我们生意越做越好生意兴隆！！,2
343134,祝云州府大卖,5
343139,宁波浩兴房地产销售有限公司，2020万事大吉。,2
343144,祝姐妹们今年都告别单身,7
343154,祝：苏哥公主升大学快乐，苏哥继续加油再来一个,10
343167,大鸟倒带牛逼呀，恭喜喜得千金,10
343180,大家开心就好，祝所有家人开心快乐，家庭快快乐乐，幸福美满...,6
343203,茄子:歌声甜美，永远是乡长最爱的女人,11
343204,祝我闺女小涵涵失恋成功,7
343207,【V252包厢】：恭祝老爹，丁财兴旺，福星高照，五福临门！年年有今日，岁岁有今朝，福如东海寿比南山！,10
343212,祝:样品团队所有同仁开心幸福！,5
343232,【208包房包厢】祝两大于总，长兴蒋总生意兴隆，天天开心：,2
343250,猪萱儿老弟早日脱单,7
343269,帖总、郎总话筒交给你俩了,5
343283,祝粘哥和小盼嫂子天天开心、幸福美满祝公司事业蒸蒸日上！天天开单！0风险！,2
343313,欢迎王总一行莅临咸宁指导工作，祝身体健康，万事胜意,2
343334,【K09999包厢】：邓公子、我爱你,3
343341,【111包厢】：佳佳，我爱你！,3
343369,老板们生意兴隆，财源滚滚,2
343381,杨总牛逼，杨总万岁友情岁月，我们撑你,5
343388,祝福我的好兄弟，李宁，开心快乐，永远幸福，生意越来越好，越做越大。,4
343402,星哥，爱你哟,3
343403,【208包房包厢】祝毛叔生意兴隆，天天一柱擎天：,2
343423,兄弟们唱的好祝你们越来越好钱越来越多,4
343424,钟老大，我喜欢你！,3
343443,赵金虎我喜欢你,3
343480,龙龙爱娜娜,3
343494,爱你爱你，我要你！不要停哦,3
343497,小胖胖喜欢你呦,3
343511,弯弯璇璇永远开心幸福闺蜜情永存,4
343512,祝姑姑生意兴隆，永远年轻漂亮，幸福满满。,6
343546,祝我两个女儿心想事成。工作顺利，万事如意,6
343550,【418包厢】：祝：赛老板提车开心,10
343557,辛苦了爸爸，愿你在以后身体健康，天天开心,6
343559,【9903包厢】：单总生活开心，工作顺利，事业再上一层楼！兰妹,5
343561,祝愿我妹妹党蓉一生幸福平安快乐，天天好心情，家人身体健康，事业一路顺达。,6
343570,祝公司各位老板2020年开心，身体健康，万事如意！,2
343577,祝我们的小可爱年年喝多次次喝嗨。友谊长存。爱你呦xinyao,4
343598,爱的就是你林琴,3
343599,祝龙尚品，马辛子，潘雪玲，左璐璐发财，发财！！！,11
343603,祝我们隔壁老王生日快乐！事业爱情双丰收,9
343620,欢迎我兄弟丁凯来郴州视察工作！,2
343630,祝鸭哥生活事业越来越好，祝我的合作伙伴朱总越来越顺,2
343631,祝愿K666所有好朋友爱情甜蜜一切顺利萌萌飒,4
343633,诺诺宝贝我爱你,3
343639,祝冲哥添丁发财，阖家欢乐，全家身体健康，生意兴隆,2
343642,祝贺各位朋友兄弟姐妹生体健康，入货多多，想咪有咪。,5
343668,管总，袁总，心情愉快，身体健康,5
343685,祝领导开心快乐步步高升,5
343687,祝我前女友。越来越丑。姨妈一来一个月，一痛痛一宿。噢也！,11
343693,亲爱的老婆一辈子不离不弃,6
343695,祝贺各位朋友兄弟姐妹身体健康，入货多多，想咪有咪。,5
343715,祝嫂嫂永远开心快乐，无忧无虑,6
343716,祝西港全体同仁业绩飙升，干就完了。陈言,5
343717,祝李一然分手快乐再也遇不到我这么好的姑娘没有人给他洗衣服没人等他回家没人坐他副驾,7
343744,祝我的女儿和和干女儿事业还有妹开开心心，过好每一天，我爱你们,6
343752,余生有你，我很开心,3
343761,祝福我们的小表妹天天开心，健健康康,6
343763,祝088包厢陈嘉维和宝贝猪久久！一直幸福！,3
343770,祝鹏哥喜得千金，，，,10
343782,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
343788,祝福:妹妹少萍妹夫坤祥，新婚快乐，早生贵子，白头偕老，一生幸福,9
343806,【包厢】：祝福夏邑各位老朋友玩的开心，开开心心每一天！！！,8
343807,我最亲爱的娟单身快乐下一个会更好,7
343810,祝宏鹏陶瓷大家庭事业一切顺利！老子牛转盘东北角,2
343812,马涛是值得拥有偏爱和例外的男孩子。（杨迪留）,3
343833,你是我祝福的唯一，是问候的永恒，是我不变的思念。这一生能与你相遇，就算有再多的伤痛，也觉得,3
343848,往后余生，吃喝拉撒都要陪着你！,3
343854,姐，姐夫，乔姐，明姐，蒋总婷婷爱你们，我们一定要幸福，挣好多好多钱，身边有数不尽的美女帅哥,6
343876,【a02包厢祝老表，心想事成，日赚一个亿,4
343882,往后余生，吃喝拉撒都陪着你！,3
343883,8月超，9月超，10月超，月月都超！你也强，我也强，她也强，大家都强！祝大家收入都过万,5
343889,水查我好爱你啊,3
343897,祝豹子暗恋小萍二十年，在经厉了无数次痛苦的相思之苦后，今天他要让金宇宙人知道他爱她…,3
343906,你们就是最棒的兄弟，最棒的老表！,4
343922,我唐总业务繁忙,5
343966,啸天分手快乐,7
343995,方琪我中意你,3
343996,亲爱的你们幸福友谊万岁,4
344015,祝熊董事长事业兴旺发达,2
344050,祝愿傲凯兄弟姐妹，友谊长存，业绩长虹，步步高升,5
344054,王梦茹我爱你谢谢你送我两个小仙童【C02包厢】：,3
344069,周总祝你生意越来越红火，也祝在场所有的朋友2020心想事成万事如意,4
344081,链家唐镇五店，人人开单，兄弟姐妹们，一起努力，一定行，一定赢！,5
344099,欢迎腾铭的领导们到广西，祝我们广西腾铭越来越好，大家一起继续努力,2
344127,祝张漂亮天天当新娘夜夜换新郎,11
344132,祝老曼新婚快乐，永远爱你,9
344137,爱你哟,3
344148,祝各：文山跨越公司的兄弟姐妹们，万事如意，蒸蒸日上，一家人一条心一起拼一定赢！,2
344161,永远爱你。宝贝,3
344167,喜欢你，就是喜欢你,3
344197,祝福大家挣大钱祝福仵彦龙早日成亲早生贵子,11
344202,祝好兄弟龙天天开心！天天快乐！手中宝！发发发发发发发发发发发发发,4
344206,祝兄弟姐妹们友谊长存！爱你们！,4
344214,【C02包厢】：李小兴恭喜科三考试成功,10
344237,风吹日晒，鄄城天润府付老大最帅！,5
344240,祝老板，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,5
344253,祝德佑九腾地产事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
344295,祝在坐的各位一路长虹，越来越好，越做越大，加油，奥利给,5
344324,今夜星光闪闪，爱你的心满满,3
344328,祝：张总，李总，刘总，完事顺心。小刘敬上！铁别是陈总！,5
344333,海光集团刘总好,2
344368,彪总十周年纪念日快乐,10
344394,祝我亲爱的老公幸永远,6
344395,祝婷婷美女越长越美丽快乐每一天,11
344408,老公我爱你,6
344419,祝宏鹏陶瓷大家庭事业一切顺利！老子牛转盘东北角！,5
344422,祝所有的亲们幸福,11
344433,祝张总同学们开心快乐，发大财,1
344469,天润府团队是最棒的！爱你们,5
344475,爱你一生不变,3
344476,【包厢】：祝我兄弟国国:开开心心、快快乐乐、珍惜当下、树欲静而风不止，愿你万事如意，心想事成！！！不醉不归！！！,4
344481,其实…我喜欢你好久了你愿意做我女朋友吗？,3
344482,我爱你王梦梦,3
344489,祝我闺蜜资产过亿，单手开法拉利，她有情有义,4
344516,君君爱你,3
344518,感谢深圳华飞通信技术集团公司对我们的帮助和支持，忠心感谢！祝华飞集团生意兴隆！财源广进！,2
344584,爱你噢老婆,6
344589,祝老板，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,5
344595,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
344605,祝金城水汇大吉大利源海更上一层楼,5
344611,高晓雅新婚快乐！！,9
344635,祝抗局越长越高，早日结婚,7
344646,祝福栋哥均哥益寿延年,8
344664,兄弟们开心，牛塘的兄弟们开心快乐,4
344671,段总威武，有目共睹！,5
344681,感谢有你，兄弟,4
344689,【VIP03包厢】：ILOVEYOU。脸脸,3
344702,辰杰、我爱你En,3
344705,祝骏兴车行，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,2
344736,祝城云建业土石方工程有限公司明天会更好！感谢大嶝的兄弟支持与厚爱！,2
344754,祝两位张总JJ越来越粗，越来越长！,5
344755,祝英斯姐在新的工作岗位工作顺利、桃李满天下！,5
344776,祝城云建业土石方工程有限公司明天会更好！感谢大嶝兄弟们的支持与厚爱！,2
344809,【K52包厢】：森日快乐，永远十八岁，妹子永远日不完,0
344819,恭喜小两口喜结良缘，祝福白头偕老，心想事成，如胶似漆，一生幸福美满。,9
344820,黄总牛逼！！！,5
344830,抗局，一定要早日结婚，早日找到那个可以收拾你的人！放心我会一起的收拾的,7
344831,兄弟一生,4
344835,通化隆孚团队大卖,5
344838,祝艾尼森美容美发一路长虹,5
344846,祝陈大哥阿玲，百年好合,9
344857,老同学王佳宇越来越漂亮了,1
344861,祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
344873,祝嘉豪公司，亚浪公司，呈美斯集团，吉龙公司，以及建彬大哥，陈胜兄弟，林强兄弟玩的开心快乐,2
344882,相遇容易，相爱不易，且行且珍惜,3
344915,祝愿榴园房产天逸房产业绩长虹，团队不断壮大，友谊永恒,5
344931,大三租越来越好，越做越牛逼！,5
344951,【v08包厢】：祝领导，做大做强，再创辉煌,2
344971,铁子我们要长长久久,3
344972,祝鸽子家帅锅光荣加入中国人民解放军空军！(*^^*),10
344983,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
344985,我们很高兴迎来了新任领导，祝营口办事业处长虹，业绩翻番，荷包满满，未来都过上自己想要的日子,5
344989,天门，仙桃，友谊长存！,4
344999,大木桥大二组，越做越好，越做越牛逼！,5
345006,啊牛啊万啊鬼老风龙金华啊乐以及兄弟们要的开心喝的开心,4
345008,送给慕尚美业的所有人，祝你们身体健康！每个人都赚钱！！！你们的太林哥！！！,5
345032,祝周总家里红旗不倒，外面彩旗飘飘飘！,5
345034,订婚快乐,10
345043,祝我的男人扶摇直上顺风顺水永远爱我,3
345045,遇见是我最美丽的事，今后一路有你陪伴就好。。。我爱你。,3
345046,邓军我爱你，也要跟你生小猴子,3
345048,祝中国平安保险公司武清部吴光富主任组，在吴光美老师的带领下，梁兰兰拜师仪式今天正式开始。,2
345055,祝大家成功上岸!欧力给,1
345063,宝我想你了呀呀呀呀呀,3
345072,乐哥求劈，你我弟兄，一辈子弟兄,4
345090,祝我老婆杨盼盼，永远年轻漂亮，往后余生会一直的幸福下去……,6
345113,【209包厢】：祝，澄海至义乌专线邱总骚兄生意兴隆！开心快乐！！！盛辉物流贺！,2
345125,啊牛啊万啊伦啊鬼龙金华啊乐老黑兄弟们玩的开心喝的开心,4
345128,刘总牛逼,5
345153,王帅哟想你。,3
345165,祝嘉豪，吉龙，呈美斯，亚浪，瑞控各位老板，以及建彬大哥，陈胜兄弟，林强兄弟越来越帅开心快乐,2
345175,祝福蒙城巨星生意越来越好，祝福王总越来越帅,5
345198,祝福冬哥夜夜当新郎夜夜换丈母娘,11
345202,祝悦保兄弟姐妹们！做快乐的自己！达成理想的目标！！！,5
345204,祝宽哥子孝孙贤代代荣，荣华富贵年年有，有钱有势有前程！祝大哥吃不愁穿不愁，不住平方住高楼,8
345207,女神，我好好好喜欢你,3
345211,祝梁超兄弟越来越帅b克拉斯。,4
345218,祝钱总心想事成，万事顺心,5
345237,厦工机械建水交付圆满成功！,10
345238,厦工机械建水交付圆满成功！,10
345242,祝我兄弟情深似海健健康康平平安安，健健康康快快乐乐,4
345244,【V08包厢】：祝福！政委！王鑫淼！百年好合。,9
345265,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
345270,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
345291,祝你单身快乐，唐擎,7
345294,图图爱红妹,3
345301,【03包厢】：祝老板，生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,5
345302,欢迎教授来四平地区指导全市各级组织！,11
345307,祝我兄弟赵哥小孔弟田弟生意兴隆,2
345315,黎总：健康快乐！,5
345329,祝嫂子越来越年轻，还有姐，希望你们天天快乐,6
345332,心语..........祝福新娘快乐,9
345333,心语..........祝福新娘快乐,9
345343,不管未来多遥远成长路上有你们不管相逢在何时我们永远是朋友祝两个美女开心就好,4
345351,祝坤坤和箐箐7周年快乐。7年不痒，9年永恒,10
345376,家庭幸福，万事如意,8
345390,祝福兄弟四人，虎，盼，勇，策前程似锦，永远长虹!,5
345398,叶子谢谢你陪我过了10几年你辛苦了希望你天天开心我的宝贝小叶子,3
345410,白田甜，我喜欢你,3
345424,亲爱的我爱你,3
345425,【302包厢】：祝老板，身体健康，生意兴隆，财源滚滚而来。事业事事顺，打牌场场蠃！,2
345429,吴总，你的歌声深深迷住了我，我要给你生猴子,3
345443,王总王总最帅最牛逼最强,5
345450,祝孙总玩的开心玩的尽兴,5
345451,媳妇我爱你,3
345457,祝福小表妹健康快乐,6
345469,丁雨峰永远爱黄小妹,3
345477,王总你是全天下最帅的男人,5
345479,祝我闺蜜资产过亿,4
345495,【3222包厢】：周总，郝总今晚要快乐哟,5
345496,时光不老，我们不散！感谢在最好的年华遇见你们，多年后还是如今的我们。友谊长存！,1
345498,祝创泽传媒生意蒸蒸日上，红红火火，一帆风顺，做大做强再创辉煌！,2
345507,陈晨大美女，祝你：一夜暴富、暴瘦、暴美！年年18岁----------,0
345511,友谊久久,4
345518,炮四，炮仲！好兄弟！愿以后我们好好一起,4
345571,祝莫小妞年年十八暴富爆美,0
345589,淡淡的友情很真，淡淡问候很纯，淡淡的祝福最真，祝各位兄弟事业蒸蒸日上、身体健康,2
345593,歆永远开心永远快乐财源滚滚,11
345601,亲爱的我爱你,3
345602,小明想你了,3
345617,恭祝艾米大组^_^恭祝狼大组^_^恭祝JJ大组^_^全体同仁干就完了,10
345622,张梦琰，我不想一直处于等待之中了，我想要给你勇气让你向我走来。只想一生跟你走我是真的爱上你,3
345624,我爱你朱,3
345656,【888包厢】：祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
345659,我爱你范存锦,3
345668,YOYO是一个大哈比，公司里最哈比的,5
345670,祝程总魏总夜夜当新郎！！！！,5
345678,祝包总鸡巴越来越粗，越来越长,5
345682,欢迎昆山代表团，喝好就好。,2
345693,祝大家工作蒸蒸日上,5
345733,壳牌加油站世界500强，祝在常德蒸蒸日上,2
345737,老婆，我爱你,6
345757,高羽菲……遇到你是我人生最大的幸运,3
345764,希望往后的自己一切能随愿,11
345769,祝领克智能红红火火。大火温州，大卖温州,2
345782,我希望我的闺蜜资产过亿，幸福美满天天开心…,4
345790,最爱王总和陈总,5
345792,分手后快乐,7
345810,祝王总山东睿恩蒸蒸日上，财运亨通,2
345816,祝；我们亲爱的敬爱的何总：夜夜笙歌夜夜新郎夜夜醉,5
345843,想要谈个甜甜的恋爱！有单身的小哥哥吗？,7
345856,祝福蔡嫂嫂永远年轻，漂亮，青春永驻！！！,6
345891,感谢遇见你,3
345893,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
345903,欢迎济南李总泰安李总梁山酒神降临淄博,2
345913,【210包厢】：川哥新婚快乐,9
345918,周捷，，，我爱你,3
345922,磊哥也早日脱单,7
345942,祝曹总事业顺心如心,5
345943,我想你了,3
345944,我想你了,3
345958,祝我东哥分手快乐顺风顺水顺女人,7
345968,一路走来，风雨同路，愿毕业快乐，友谊长存。,1
345970,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
345971,祝赖文祥舅舅越来越年轻，越来越帅！,6
345985,祝藏总王总浪总财源广进，天天好心情。,5
345993,孔维娜我爱你就像风走了千万里从不问归期,3
345997,祝：广告行业的兄弟们一帆风顺！大吉大利，百无禁忌！,5
346009,祝各位业绩达标，事事如意，一起奋斗，兄弟同心，其利断金！祝福大家！,5
346021,祝黄陈加入青岛东易日盛第四项目部,5
346026,【A21包厢】：祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
346032,祝王主任张副主任，百年好合，再生贵子，永远开心，永远快乐,9
346042,恭喜小两口喜结良缘，祝福白头偕老，心想事成，如胶似漆，一生幸福美满。,9
346045,祝陈景新新婚快乐，百年好合，早生贵子,9
346047,祝我叔，以后跟我婶好好的，平平淡淡过一生，一生一起走,6
346048,【钻石1包厢】：美女爱你么么哒,3
346054,亲爱的兄弟姐妹们，珍惜每次在一起的时光，祝你们永远开心快乐,5
346067,有没有小姐姐加个微信的15994996413,11
346076,|给你我全部的温柔,3
346077,|给你我全部的温柔,3
346087,祝陈景新新婚快乐，百年好合，早生贵子,9
346090,祝斌哥事业一路长虹，蒸蒸日上，开开心心，每天没忧愁…,2
346095,姜总牛逼啊克拉斯,5
346096,【K03包厢】：我爱你皮皮,3
346099,龙哥单身快乐,7
346106,祝你戴总生意兴隆,2
346114,二傻爱你么么哒,3
346116,那我媳妇也太可爱了,6
346128,祝我老公永远开心,6
346154,祝苏喜祥，冯双新婚快乐,9
346171,祝胡总开心快乐,5
346179,王飞我中意你,3
346188,祝：张大保生意新隆财源滚滚,2
346198,祝愿大哥大嫂和和美美，白头偕老！,6
346237,曼妮宝宝，好爱你，好爱好爱你哦，希望我们长长久久，尽我所能，爱你所有，人间无趣，但却有你，不远万里，往后余生，万般皆你！,3
346244,祝福尕猫和海车喜结连理百年好合早生贵子,9
346245,祝福尕猫和海车喜结连理百年好合早生贵子,9
346248,新年快乐,10
346250,再见卑微的爱情老子再也不当舔狗了,7
346257,良总祝你身体健康,5
346258,良总祝你身体健康,5
346263,恭喜小两口喜结良缘，祝福白头偕老，心想事成，如胶似漆，一生幸福美满。,9
346284,祝达娃卓玛小姐姐永远开心快乐，天天有人爱，天天有钱花,11
346293,我心爱的老公先巴：事业有成，万事顺心，数钱数到手抽筋我爱你,6
346315,祝我们喜得贵子，祝我们资产过亿，祝我们夫妻感情幸福美满,6
346388,何超，祝你早日走出失恋的痛苦，同时祝你生意兴隆,7
346397,我永远爱着曦狗子熙狗儿么么哒,3
346398,何超兄弟，祝你早日走出失恋的世界。,7
346403,曾经的感情被我们想得那么完美，而现在从完美的开始变成卑微的结束。直到每次喝醉了哭了才晓得人间其实就这样不值得。,7
346410,超别陪我这个单身唱个单身滴歌应该就是下一首,7
346413,今日过后便是重生，祝失恋三兄弟获重生,7
346431,失恋算个啥？轻轻的，你走吧，千万别后悔，因为只要你一挥手，就会发现，已经有那等不及的意中人,7
346439,曾经的我们把感情想的那么美好，而至今从完美的开始到卑微的结束。现在只有喝醉了才能倾诉衷肠，哭了才能感觉什么都好。,7
346445,祝梁总跟陆总在一起第一天。玩得开心点再次祝我跟梁总以后的生意红红火火,2
346448,一花一世界，一叶一追寻，一曲一场叹，一生为一人。用我三生烟火，换你一世迷离。,3
346449,骑白马的未必是王子，他可能是唐僧。带翅膀的未必是天使，他可能是鸟人。失恋也未必是痛苦的,7
346462,【223包厢】：刘loveyou,3
346465,【223包厢】：刘Loveyou.,3
346504,【12包厢】：祝老板，生意兴隆，一本万利，飞黄腾达，好事不断，财源滚滚！,2
346505,友谊长存姊妹们,4
346535,大雾四起，我在无人处爱你,3
346540,祝英德的兄弟姐妹，身体健康，天天开心,5
346550,"【包厢】：记住该记住的,忘记该忘记的,改变能改变的,接受不能改变的.祝你以后的日子过得潇洒，自由，快乐，开心。",11
346600,祝林焓镔考上莆田学院！,10
346602,祝林焓镔考上莆田学院！,10
346606,祝贺梁大燕喜提女司机证。,10
346610,祝开开心心和雁南飞共建连理！,9
346612,亲爱的，王红芝，我愿用这辈子去爱你,3
346618,感谢马总带给我们的向天再借五百年,5
346621,同事团建,5
346622,祝罗少金榜提名没毛病,10
346628,祝刘张建金榜题名,10
346659,祝你天天开心，快快乐乐，万事如意，大顺大财大吉祥，爱你哟,11
346676,祝杨老师，昆仑子校765同学们，身体健康，万事如意。,1
346677,祝杨老师，昆仑子校765同学们，身体健康，万事如意。,1
346685,祝一林嫁给爱情！收获永恒！一生幸福！,9
346686,HappybirthdaytoTinamayallwishessoon,0
346687,祝我们事业长虹，业绩翻番，荷包满满，未来都过上自己想要的日子！,5
346695,祝大家天天开心快快乐乐开心快乐,11
346698,祝林焓镔考上莆田学院！！,10
346699,爱生活爱廖雅莹,3
346708,爱你。刘二蛋子,3
346711,【107包厢】：我爱木子李,3
346723,祝美赞臣的姐妹们，合家幸福，生意节节高，我们是相亲相爱的一家人！,5
346738,【C10包厢】：我爱莫金凤,3
346744,单身狗。,7
346752,祝小两口，新婚快乐，百年好合，早生贵子！幸福，一定要幸福！嫩都可会啊...,9
346759,多想抱抱你,3
346764,祝桑狗科目一成功通过！！！,10
346766,祝286兄弟们一路长虹,5
346768,恭喜凌雨琪考上湖南工业大学,10
346770,【C10包厢】：我喜欢莫金凤,3
346775,贵哥shab,11
346777,小伍傻逼,11
346782,王涵会一直爱杰个,3
346783,王涵会一直爱杰哥,3
346784,肥仔祝老革命老如松柏，及各位万事如意，生活美满。,8
346786,小李吃几把,11
346794,孙杰会一直爱涵宝,3
346821,一份努力，一份收获，毕业快乐，前程似锦。,1
346840,【221包厢】：祝胡总天天开心美丽漂亮,5
346841,宏伟一定要幸福哦,11
346842,祝福白头偕老，心想事成，如胶似漆，一生幸福美满。,10
346844,祝：殷西敏女士天天貌美如花！,11
346864,毕业快乐，祝我们未来安好！,1
346877,老婆爱你么么哒,6
346882,今日的分别，是为了以后更好的相遇，毕业快乐，前程似锦。,1
